WKT,醫療院所,縣市,鄉鎮市區,地址,電話
"POINT (121.469257246426 22.6729049304774)",臺東縣綠島鄉衛生所,臺東縣,綠島鄉,1鄰中寮1-1號,"089672511"
"POINT (121.471417037356 22.6739056859209)",安康診所,臺東縣,綠島鄉,中寮路26號,089-672888
"POINT (121.082482735842 22.8336742137146)",臺東縣延平鄉衛生所,臺東縣,延平鄉,桃源1鄰11號,"089561040"
"POINT (121.176693130945 23.100941783101)",臺東縣海端鄉衛生所,臺東縣,海端鄉,山界29號,"089931391"
"POINT (120.883645763127 22.2948451812832)",臺東縣達仁鄉衛生所,臺東縣,達仁鄉,復興路122號,"089702209"
"POINT (120.998647974213 22.6042531072111)",振興牙醫診所,臺東縣,金峰鄉,2-2號,089-227413
"POINT (120.998603082069 22.6045445973457)",臺東縣金峰鄉衛生所,臺東縣,金峰鄉,1鄰14號,089-771176
"POINT (121.52876779251 22.0786703644413)",臺東縣蘭嶼鄉衛生所,臺東縣,蘭嶼鄉,36-1號,"089732002"
"POINT (118.32175699632 24.4401768373843)",大方中醫診所,金門縣,金城鎮,環島北路一段26號,082-328188
"POINT (118.3138409941 24.431752791422)",康健診所,金門縣,金城鎮,民權路27號,082-324170
"POINT (118.320133849298 24.4396485985022)",台大中心診所,金門縣,金城鎮,民權路226巷1弄20號,082-321688
"POINT (118.319731121496 24.4396349780404)",洪長享牙醫診所,金門縣,金城鎮,民權路226巷2弄13、15號1樓,082-327008
"POINT (118.318741252047 24.4360723885166)",陳耳鼻喉科診所,金門縣,金城鎮,民生路六十一號,"082325199"
"POINT (118.297277168223 24.412108023665)",鑫美光視光眼科診所,金門縣,金城鎮,前水頭139之3號1樓,082-312600
"POINT (118.314951182772 24.4304626516381)",晨曦牙醫診所,金門縣,金城鎮,民族路276號,082-316089
"POINT (118.319911984566 24.4336079937761)",長庚林小兒科,金門縣,金城鎮,民生路9-4號,(082)373505
"POINT (118.318220187294 24.4346507876875)",李月娥家醫科婦產科診所,金門縣,金城鎮,中興路161巷23號1樓,"373434"
"POINT (118.31983090422 24.4329212235614)",陳毅書皮膚科診所,金門縣,金城鎮,珠浦北路5巷12弄13號,082-326787
"POINT (118.325595193913 24.426275718185)",廣濟中醫診所,金門縣,金城鎮,浯江路19號,"082325915"
"POINT (118.317802401192 24.4363232062252)",金門縣金城鎮衛生所,金門縣,金城鎮,民權路一四七號,"082325209"
"POINT (118.315806778703 24.4341022105625)",林怡廷皮膚科診所,金門縣,金城鎮,莒光路178號,082-322986
"POINT (118.321538406951 24.4282413414042)",一心牙醫診所,金門縣,金城鎮,環島西路一段101號,082-320777
"POINT (118.320155724502 24.4331286438901)",傅仰賢診所,金門縣,金城鎮,民生路7號6樓,082-322687
"POINT (118.319744459386 24.4339933713632)",弘恩中醫診所,金門縣,金城鎮,民生路15－3號,"082323705"
"POINT (118.3176046361 24.4321300035128)",顏存仁中醫診所,金門縣,金城鎮,莒光路59號,"0918661384"
"POINT (118.3138409941 24.431752791422)",大千牙醫診所,金門縣,金城鎮,民權路23號,082-322023
"POINT (118.319255670928 24.4396673935041)",愛人放心診所,金門縣,金城鎮,民權路226巷4弄7、8號,082-312313
"POINT (118.317630894503 24.4361773819216)",安仁家醫科內科診所,金門縣,金城鎮,民權路141號,082-372065、323873
"POINT (118.320862085096 24.4309392142606)",大眾診所,金門縣,金城鎮,民族路20號,"082323466"
"POINT (118.319734293724 24.434515640303)",惠明眼科診所,金門縣,金城鎮,民生路20號,"082320200"
"POINT (118.319830438728 24.4306304322454)",金城診所,金門縣,金城鎮,民族路64-2號1樓,082-320133
"POINT (118.316157089716 24.4345624657137)",金鼎牙醫診所,金門縣,金城鎮,民權路137號1樓,082-371758
"POINT (118.317683408703 24.4300782311379)",千禧牙醫診所,金門縣,金城鎮,9鄰民族路167號,"373601"
"POINT (118.318094639103 24.4349015527341)",民生牙醫診所,金門縣,金城鎮,民生路45巷44號,﹙082﹚311899
"POINT (118.319866253304 24.4344524040423)",人愛牙醫診所,金門縣,金城鎮,中興路199號,082-324600
"POINT (118.319355562498 24.4394584757546)",朗朗診所,金門縣,金城鎮,民權路226巷2弄11號1樓,082-316168
"POINT (118.319876868339 24.4337053287996)",禾心診所,金門縣,金城鎮,民生路9-7號,082-322180
"POINT (118.319670390249 24.4346507654783)",大安牙醫聯合診所,金門縣,金城鎮,民生路24號,
"POINT (118.297035063568 24.4128345151081)",王文君小兒科家庭醫學科診所,金門縣,金城鎮,176、178號,082-373938
"POINT (118.3138409941 24.431752791422)",健康診所,金門縣,金城鎮,民權路27號3F,082-316189
"POINT (118.321230000336 24.4384900003544)",吾家診所,金門縣,金城鎮,金城富康一村一巷12號,082-320006    375899
"POINT (118.427990000296 24.4811100003276)",建中牙醫診所,金門縣,金沙鎮,汶沙五福路30號,(082)354178
"POINT (118.414713174897 24.4870619159402)",卓家老舖中醫診所,金門縣,金沙鎮,后浦頭3號,082-355009
"POINT (118.411766003284 24.4894783482674)",金門縣金沙鎮衛生所,金門縣,金沙鎮,后浦頭120號,"082352854"
"POINT (118.414300258405 24.4424589202391)",三大診所,金門縣,金湖鎮,復興西路2號3樓,082-333995
"POINT (118.410837584814 24.4370643641888)",仁仁牙醫診所,金門縣,金湖鎮,市港路50號,082-331441
"POINT (118.412556397505 24.4382077175973)",彭小兒科診所,金門縣,金湖鎮,1鄰市港三路150號,082-330156
"POINT (118.410880627265 24.437131917257)",福慧中醫診所,金門縣,金湖鎮,5鄰市港路56號1樓,082-333198
"POINT (118.411503982917 24.437957950682)",許耀人牙醫診所,金門縣,金湖鎮,市港路156號,082-335071
"POINT (118.417820512394 24.4405354766966)",衛生福利部金門醫院,金門縣,金湖鎮,復興路2號,082-332546-1201
"POINT (118.425426084347 24.4510764409398)",盧冠宇牙醫診所,金門縣,金湖鎮,下莊中興路101號,082-336986
"POINT (118.419063205417 24.439165877468)",魏博士金門醫學診所,金門縣,金湖鎮,太湖路二段218號3樓,082-336220
"POINT (118.417549259085 24.4378978361893)",金門縣金湖鎮衛生所,金門縣,金湖鎮,市港六路15號,082-336662
"POINT (118.411702073367 24.4355008305486)",維中醫診所,金門縣,金湖鎮,環島南路五段75號1樓,082-337662
"POINT (118.410271756305 24.4389439704511)",康橋診所,金門縣,金湖鎮,赤東路150號1樓,
"POINT (118.411323132435 24.4373371575151)",曾杏榕診所,金門縣,金湖鎮,市港二路170號1樓,082-335666
"POINT (118.410657240874 24.4389504385275)",享悅牙醫診所,金門縣,金湖鎮,市港三路231號1、2樓,082-337766
"POINT (118.317680675498 24.4395865405608)",愛私醫診所,金門縣,金寧鄉,埔邊142號1-2樓,082-329771
"POINT (118.335866449719 24.450343496653)",陳水湖診所,金門縣,金寧鄉,仁愛新村131號,082-321906
"POINT (118.413720987966 24.4929637925767)",合康家庭診所,金門縣,金寧鄉,仁愛新村98號,082-323029
"POINT (118.335091180216 24.4511794196603)",金門縣金寧鄉衛生所,金門縣,金寧鄉,仁愛新?2之1號,（082）325735
"POINT (118.339490441828 24.4488703308469)",金寧盧冠宇牙醫診所,金門縣,金寧鄉,頂堡94號,082-320602
"POINT (118.336152282324 24.4500869754497)",豐元中醫診所,金門縣,金寧鄉,仁愛新?139號,082-373409
"POINT (118.247287680651 24.4283606178337)",安康診所,金門縣,烈嶼鄉,東林街163號,082-364955
"POINT (118.240014276171 24.4352370227753)",金門縣烈嶼鄉衛生所,金門縣,烈嶼鄉,西方6-5號,082-362078
"POINT (118.24550481291 24.4303882784936)",十方牙醫診所,金門縣,烈嶼鄉,西路35-3號,082-363728
"POINT (119.95206732575 26.1557593510378)",連江縣立醫院,連江縣,南竿鄉,217號,"083625114"
"POINT (119.999143170885 26.2261679173669)",連江縣北竿鄉衛生所,連江縣,北竿鄉,281-6號,"083655592"
"POINT (119.981823870903 25.9659172691779)",連江縣莒光鄉西莒衛生所,連江縣,莒光鄉,14-1號,"083689122"
"POINT (119.97305837081 25.9611255675297)",連江縣莒光鄉東莒衛生所,連江縣,莒光鄉,30之1號,0836-89038
"POINT (120.488622469348 26.3672960916631)",連江縣東引鄉衛生所,連江縣,東引鄉,123號,"083677206"
"POINT (120.491408273806 22.6808788477346)",佳屏診所,屏東縣,屏東市,中正路207-1號1-3樓及207-4號2-3樓,08-7339528
"POINT (120.474954101129 22.6819331894396)",大同中醫診所,屏東縣,屏東市,大同北路116號,08-7336116
"POINT (120.494206490325 22.6694699096698)",新維牙醫診所,屏東縣,屏東市,民生路180號,08-7335795
"POINT (120.496504325757 22.684976445765)",俊弘耳鼻喉科診所,屏東縣,屏東市,廣東路633號,08-7377555
"POINT (120.509122502443 22.6806717871185)",淮元中醫診所,屏東縣,屏東市,興豐路82號1樓、2樓,08-7373111
"POINT (120.472234239736 22.6666142728723)",齒時齒刻牙醫診所,屏東縣,屏東市,大豐路9號2樓,08-7550797
"POINT (120.46428908491 22.6514898654635)",前進診所,屏東縣,屏東市,清進路736號1樓,08-7517176
"POINT (120.490002192609 22.675277236034)",屏東新美牙醫診所,屏東縣,屏東市,中正路82號1、2樓,08-7388082
"POINT (120.48916839412 22.6839200785719)",世豐牙醫診所,屏東縣,屏東市,忠孝路229-70號1-2樓,08-7335226
"POINT (120.488415971538 22.6670065967)",同心園牙醫診所,屏東縣,屏東市,自由路105號3樓、4樓,08-7550799
"POINT (120.508443669263 22.6796430759603)",泉毓中醫診所,屏東縣,屏東市,興豐路34號1樓、2樓,08-7360699
"POINT (120.503909676895 22.686111894036)",優生醫療社團法人優生醫院,屏東縣,屏東市,瑞光路三段103號,08-7382222
"POINT (120.494841510773 22.6720831871778)",集成中醫診所,屏東縣,屏東市,林森路29-13號,"087327353"
"POINT (120.482419458836 22.6667765546448)",仁心骨科診所,屏東縣,屏東市,自由路西段118號1樓.2樓.3樓,08-7519682
"POINT (120.479078642275 22.6788863824055)",昱榮中醫診所,屏東縣,屏東市,勝利路213號1樓,08-7665777
"POINT (120.481979171509 22.6782200140614)",芯禾診所,屏東縣,屏東市,青島街135號1樓,08-7321060
"POINT (120.497894109359 22.668130945092)",林俊傑診所,屏東縣,屏東市,廣東路1-7號,08-7211060
"POINT (120.480873845054 22.6797959282708)",博勝診所,屏東縣,屏東市,博愛路263之12號,08 7326373
"POINT (120.48442605757 22.6818020467187)",寶建醫療社團法人寶建醫院,屏東縣,屏東市,中山路119、123號,08-7665995
"POINT (120.485475651191 22.670272941806)",柯世豐耳鼻喉科診所,屏東縣,屏東市,民族路187號,08 7332626
"POINT (120.483684200561 22.6834099448016)",安和醫療社團法人安和醫院,屏東縣,屏東市,自由路598號,08-7651828
"POINT (120.495499596252 22.6805014773807)",吳仁欽皮膚科診所,屏東縣,屏東市,自由路379-2號,08-7383299   0939776239
"POINT (120.4899120578 22.6877517063296)",大立牙醫診所,屏東縣,屏東市,廣東路843號,08 7329628
"POINT (120.4914262499 22.6722043201521)",王牙醫診所,屏東縣,屏東市,福建路76號,08 7325654
"POINT (120.482111604755 22.6756327449357)",金龍牙醫診所,屏東縣,屏東市,公園西路40號1樓,08-7663318
"POINT (120.487574222967 22.6335034153787)",國軍高雄總醫院屏東分院附設民眾診療服務處,屏東縣,屏東市,大湖路58巷22號,08 7560756
"POINT (120.508570543801 22.6765926579969)",瑞基診所,屏東縣,屏東市,豐年街12-1號1樓及16號1樓,08-7363801
"POINT (120.483425354241 22.6705424158464)",吃吃牙醫診所,屏東縣,屏東市,民族路259號1.2樓,08-7661769
"POINT (120.490271004635 22.6772446499371)",得立身心診所,屏東縣,屏東市,中正路153-3號2樓,08-7660058
"POINT (120.503214392281 22.6870323298373)",佳麗醫美診所,屏東縣,屏東市,華正路16號1樓、2樓,08-7363838
"POINT (120.501129604465 22.6773001576975)",維納斯牙醫診所,屏東縣,屏東市,廣東路282號1樓-2樓,08-7361878
"POINT (120.478459222807 22.653809397895)",雅典娜牙醫診所,屏東縣,屏東市,建南路8號1-2樓,08-7511923
"POINT (120.484110272102 22.6856204412406)",南屏泌尿專科診所,屏東縣,屏東市,中山路253號1樓,08-7662211
"POINT (120.503363959277 22.6765278294213)",光美學診所,屏東縣,屏東市,建豐路216號,08 7381883
"POINT (120.490208800086 22.6769602510792)",周牙醫診所,屏東縣,屏東市,中正路151之1號,08-7661638
"POINT (120.482218571508 22.6707027002402)",陳正典內科小兒科診所,屏東縣,屏東市,民族路281－2號,08 7323725
"POINT (120.486739372969 22.6733506467513)",佳新牙醫診所,屏東縣,屏東市,信義路98-1號,08-7655366
"POINT (120.496926149287 22.673551664214)",金山牙醫診所,屏東縣,屏東市,自立路250號,08 7224889
"POINT (120.47479919249 22.6799850022583)",崇蘭診所,屏東縣,屏東市,大同北路47號,08-7332716
"POINT (120.494956922936 22.6852629972132)",君宇牙醫診所,屏東縣,屏東市,中正路504號,08 7365130
"POINT (120.495289411023 22.6855990901152)",華林耳鼻喉科診所,屏東縣,屏東市,中正路526號,08-7368818
"POINT (120.501821200772 22.6794917523437)",千喜中醫診所,屏東縣,屏東市,廣東路438之1號,08-7389777
"POINT (120.488769897688 22.6837269915578)",恆安骨科診所,屏東縣,屏東市,自由路508號,08-7339966
"POINT (120.480987495451 22.6787405013782)",趙文琛牙醫診所,屏東縣,屏東市,博愛路257號,08 7661907
"POINT (120.501457481604 22.6783723290921)",張道明診所,屏東縣,屏東市,廣東路396號,08-8008001
"POINT (120.490320195861 22.6827347486021)",明?中醫診所,屏東縣,屏東市,信義路267號,08-7331107
"POINT (120.491256123546 22.6891439329639)",陳亮銘內科診所,屏東縣,屏東市,公裕街160號1樓,08-7666551
"POINT (120.484379571474 22.6822096393908)",現代牙醫診所,屏東縣,屏東市,中山路131－1號,08 7321781
"POINT (120.506515094046 22.6754857455457)",薛坤霖診所,屏東縣,屏東市,建豐路123號,"7380174"
"POINT (120.483731958474 22.67049725671)",楊文夫內科小兒科診所,屏東縣,屏東市,民族路251號,08 7339929
"POINT (120.505445417772 22.6728483222728)",上上牙醫診所,屏東縣,屏東市,民學路36－3號,08 7238359
"POINT (120.478499454818 22.666750566266)",林世澤牙醫診所,屏東縣,屏東市,和平路49號,08 7530141
"POINT (120.48870385212 22.6767362745011)",京大牙醫診所,屏東縣,屏東市,信義路120－4號,08 7331718
"POINT (120.479960601133 22.6873831989826)",富泉牙醫診所,屏東縣,屏東市,廣東路1320號,08 7334804
"POINT (120.483802925695 22.670490080131)",惠豐牙醫診所,屏東縣,屏東市,民族路249號,08 7325303
"POINT (120.481022961665 22.6559891918053)",德恩中醫診所,屏東縣,屏東市,棒球路246號,08 7537283
"POINT (120.491234256668 22.6891090947415)",宋的祥診所,屏東縣,屏東市,公裕街158號,08-7651318
"POINT (120.490345506378 22.6723842112423)",博彥中醫診所,屏東縣,屏東市,福建路65號,08-7669299
"POINT (120.48438130685 22.6706832164438)",李洮俊診所,屏東縣,屏東市,民族路130號,08-7668901
"POINT (120.503195324339 22.6891093662557)",太丞醫家中醫診所,屏東縣,屏東市,瑞光路3段201號1樓,08-7367833
"POINT (120.480698844593 22.655783683094)",吳振州診所,屏東縣,屏東市,棒球路91號,08 7553135
"POINT (120.488664236169 22.6715673400351)",蘇耳鼻喉科診所,屏東縣,屏東市,永福路56號,08 7653056
"POINT (120.482448732912 22.6706718361155)",京祺中醫診所,屏東縣,屏東市,民族路275之5號1樓,08-7661113
"POINT (120.496143329759 22.6718799391286)",元和馨診所,屏東縣,屏東市,林森路40-9號,08-7220553
"POINT (120.496053567882 22.6810786676923)",家斌診所,屏東縣,屏東市,仁愛路113號1樓,08-7365523
"POINT (120.4927525195 22.6735571038004)",三和牙醫診所,屏東縣,屏東市,公園路19-3號,08 7320467
"POINT (120.501457481604 22.6783723290921)",藍文君診所,屏東縣,屏東市,廣東路396號,08-8008001
"POINT (120.489184789371 22.6813599772745)",許地春牙醫診所,屏東縣,屏東市,忠孝路138-17號,08-7343475
"POINT (120.488721018541 22.6767783227553)",惠光眼科診所,屏東縣,屏東市,信義路120之1號1-2樓,08 7339981    7333689
"POINT (120.492839312723 22.6735336275083)",重光眼科診所,屏東縣,屏東市,公園路19之1號,08 7669465
"POINT (120.488254834518 22.676159304283)",蘋果聯盟牙醫診所,屏東縣,屏東市,7鄰信義路143-12號1.2F,08-7335999
"POINT (120.489607629928 22.6726336418308)",潔琳絲時尚美學診所,屏東縣,屏東市,福建路87-1號12樓,08-7332002
"POINT (120.489586509113 22.6825997482853)",黃朝滿牙醫診所,屏東縣,屏東市,忠孝路146號,08 7380324
"POINT (120.491200413885 22.6740170889793)",屏東晴美牙醫診所,屏東縣,屏東市,公園路25號2~3樓,08-7327013
"POINT (120.491986745463 22.6826997674979)",興安診所,屏東縣,屏東市,自由路463號,08-7346666
"POINT (120.483084915149 22.6773568069969)",慶仁診所,屏東縣,屏東市,重慶路194號,08 7341539
"POINT (120.498634766854 22.6834086932221)",鄭英傑診所,屏東縣,屏東市,廣東路574號,08 7363335
